Posição no depósito;Tipo de depósito;Corr.pos.dep.;Col.posição depósito;Nível da posição;Subdiv.pos.dep.;Bloq.entr.depósito;Bloq.saída depós.;Estrutura;Tipo;"Qtd. Caixas BIN
ABASTECIMENTO"
851-001-000-008;0059;851;001;000;008;X;X;Alto giro 2;;
851-001-001-001;0059;851;001;001;001;X;X;Alto giro 2;;
851-001-001-002;0059;851;001;001;002;;;Alto giro 2;;
851-001-001-003;0059;851;001;001;003;X;X;Alto giro 2;;
851-001-001-004;0059;851;001;001;004;X;X;Alto giro 2;;
851-001-001-005;0059;851;001;001;005;X;X;Alto giro 2;;
851-001-001-006;0059;851;001;001;006;;;Alto giro 2;;
851-001-001-007;0059;851;001;001;007;X;X;Alto giro 2;;
851-001-001-008;0059;851;001;001;008;X;X;Alto giro 2;;
851-001-001-009;0059;851;001;001;009;X;X;Alto giro 2;;
851-001-001-010;0059;851;001;001;010;X;X;Alto giro 2;;
851-001-001-011;0059;851;001;001;011;X;X;Alto giro 2;;
851-001-001-012;0059;851;001;001;012;X;X;Alto giro 2;;
851-001-001-013;0059;851;001;001;013;X;X;Alto giro 2;;
851-001-001-014;0059;851;001;001;014;X;X;Alto giro 2;;
851-001-001-015;0059;851;001;001;015;X;X;Alto giro 2;;
851-001-001-016;0059;851;001;001;016;X;X;Alto giro 2;;
851-001-001-017;0059;851;001;001;017;X;X;Alto giro 2;;
851-001-001-018;0059;851;001;001;018;X;X;Alto giro 2;;
851-001-001-019;0059;851;001;001;019;X;X;Alto giro 2;;
851-001-001-020;0059;851;001;001;020;X;X;Alto giro 2;;
851-001-001-021;0059;851;001;001;021;X;X;Alto giro 2;;
851-001-002-001;0059;851;001;002;001;X;X;Alto giro 2;;
851-001-002-002;0059;851;001;002;002;X;X;Alto giro 2;;
851-001-002-003;0059;851;001;002;003;X;X;Alto giro 2;;
851-001-002-004;0059;851;001;002;004;X;X;Alto giro 2;;
851-001-002-005;0059;851;001;002;005;X;X;Alto giro 2;;
851-001-002-006;0059;851;001;002;006;X;X;Alto giro 2;;
851-001-002-007;0059;851;001;002;007;X;X;Alto giro 2;;
851-001-002-008;0059;851;001;002;008;X;X;Alto giro 2;;
851-001-002-009;0059;851;001;002;009;X;X;Alto giro 2;;
851-001-002-010;0059;851;001;002;010;X;X;Alto giro 2;;
851-001-002-011;0059;851;001;002;011;X;X;Alto giro 2;;
851-001-002-012;0059;851;001;002;012;X;X;Alto giro 2;;
851-001-002-013;0059;851;001;002;013;X;X;Alto giro 2;;
851-001-002-014;0059;851;001;002;014;X;X;Alto giro 2;;
851-001-002-015;0059;851;001;002;015;X;X;Alto giro 2;;
851-001-002-016;0059;851;001;002;016;X;X;Alto giro 2;;
851-001-002-017;0059;851;001;002;017;X;X;Alto giro 2;;
851-001-002-018;0059;851;001;002;018;X;X;Alto giro 2;;
851-001-002-019;0059;851;001;002;019;X;X;Alto giro 2;;
851-001-002-020;0059;851;001;002;020;X;X;Alto giro 2;;
851-001-002-021;0059;851;001;002;021;X;X;Alto giro 2;;
851-002-001-001;0059;851;002;001;001;X;X;Alto giro 2;;
851-002-001-003;0059;851;002;001;003;X;X;Alto giro 2;;
851-002-001-004;0059;851;002;001;004;X;X;Alto giro 2;;
851-002-001-005;0059;851;002;001;005;X;X;Alto giro 2;;
851-002-001-007;0059;851;002;001;007;X;X;Alto giro 2;;
851-002-001-008;0059;851;002;001;008;X;X;Alto giro 2;;
851-002-001-009;0059;851;002;001;009;X;X;Alto giro 2;;
851-002-001-011;0059;851;002;001;011;X;X;Alto giro 2;;
851-002-001-013;0059;851;002;001;013;X;X;Alto giro 2;;
851-002-001-014;0059;851;002;001;014;X;X;Alto giro 2;;
851-002-001-015;0059;851;002;001;015;X;X;Alto giro 2;;
851-002-001-016;0059;851;002;001;016;X;X;Alto giro 2;;
851-002-001-017;0059;851;002;001;017;X;X;Alto giro 2;;
851-002-001-018;0059;851;002;001;018;X;X;Alto giro 2;;
851-002-001-019;0059;851;002;001;019;X;X;Alto giro 2;;
851-002-001-020;0059;851;002;001;020;X;X;Alto giro 2;;
851-002-001-021;0059;851;002;001;021;X;X;Alto giro 2;;
851-002-002-002;0059;851;002;002;002;X;X;Alto giro 2;;
851-002-002-003;0059;851;002;002;003;X;X;Alto giro 2;;
851-002-002-004;0059;851;002;002;004;X;X;Alto giro 2;;
851-002-002-005;0059;851;002;002;005;X;X;Alto giro 2;;
851-002-002-006;0059;851;002;002;006;X;X;Alto giro 2;;
851-002-002-007;0059;851;002;002;007;X;X;Alto giro 2;;
851-002-002-008;0059;851;002;002;008;X;X;Alto giro 2;;
851-002-002-010;0059;851;002;002;010;X;X;Alto giro 2;;
851-002-002-011;0059;851;002;002;011;X;X;Alto giro 2;;
851-002-002-012;0059;851;002;002;012;X;X;Alto giro 2;;
851-002-002-013;0059;851;002;002;013;X;X;Alto giro 2;;
851-002-002-014;0059;851;002;002;014;X;X;Alto giro 2;;
851-002-002-015;0059;851;002;002;015;X;X;Alto giro 2;;
851-002-002-016;0059;851;002;002;016;X;X;Alto giro 2;;
851-002-002-017;0059;851;002;002;017;X;X;Alto giro 2;;
851-002-002-018;0059;851;002;002;018;X;X;Alto giro 2;;
851-002-002-019;0059;851;002;002;019;X;X;Alto giro 2;;
851-002-002-020;0059;851;002;002;020;X;X;Alto giro 2;;
851-002-002-021;0059;851;002;002;021;X;X;Alto giro 2;;
851-002-003-001;0059;851;002;003;001;X;X;Alto giro 2;;
851-002-003-002;0059;851;002;003;002;X;X;Alto giro 2;;
851-002-003-003;0059;851;002;003;003;X;X;Alto giro 2;;
851-002-003-004;0059;851;002;003;004;X;X;Alto giro 2;;
851-002-003-005;0059;851;002;003;005;X;X;Alto giro 2;;
851-002-003-006;0059;851;002;003;006;X;X;Alto giro 2;;
851-002-003-007;0059;851;002;003;007;X;X;Alto giro 2;;
851-002-003-008;0059;851;002;003;008;X;X;Alto giro 2;;
851-002-003-010;0059;851;002;003;010;X;X;Alto giro 2;;
851-002-003-011;0059;851;002;003;011;X;X;Alto giro 2;;
851-002-003-012;0059;851;002;003;012;X;X;Alto giro 2;;
851-002-003-013;0059;851;002;003;013;X;X;Alto giro 2;;
851-002-003-014;0059;851;002;003;014;X;X;Alto giro 2;;
851-002-003-015;0059;851;002;003;015;X;X;Alto giro 2;;
851-002-003-016;0059;851;002;003;016;X;X;Alto giro 2;;
851-002-003-017;0059;851;002;003;017;X;X;Alto giro 2;;
851-002-003-018;0059;851;002;003;018;X;X;Alto giro 2;;
851-002-003-019;0059;851;002;003;019;X;X;Alto giro 2;;
851-002-003-020;0059;851;002;003;020;X;X;Alto giro 2;;
851-002-003-021;0059;851;002;003;021;X;X;Alto giro 2;;
852-001-000-001;0059;852;001;000;001;X;X;Alto giro 2;;
852-001-000-002;0059;852;001;000;002;X;X;Alto giro 2;;
852-001-000-003;0059;852;001;000;003;X;X;Alto giro 2;;
852-001-000-004;0059;852;001;000;004;X;X;Alto giro 2;;
852-001-000-005;0059;852;001;000;005;X;X;Alto giro 2;;
852-001-000-006;0059;852;001;000;006;X;X;Alto giro 2;;
852-001-000-007;0059;852;001;000;007;X;X;Alto giro 2;;
852-001-000-008;0059;852;001;000;008;X;X;Alto giro 2;;
852-001-001-001;0059;852;001;001;001;X;X;Alto giro 2;;
852-001-001-002;0059;852;001;001;002;X;X;Alto giro 2;;
852-001-001-003;0059;852;001;001;003;X;X;Alto giro 2;;
852-001-001-004;0059;852;001;001;004;X;X;Alto giro 2;;
852-001-001-005;0059;852;001;001;005;X;X;Alto giro 2;;
852-001-001-006;0059;852;001;001;006;X;X;Alto giro 2;;
852-001-001-007;0059;852;001;001;007;X;X;Alto giro 2;;
852-001-001-008;0059;852;001;001;008;X;X;Alto giro 2;;
852-001-001-009;0059;852;001;001;009;X;X;Alto giro 2;;
852-001-001-010;0059;852;001;001;010;X;X;Alto giro 2;;
852-001-001-011;0059;852;001;001;011;X;X;Alto giro 2;;
852-001-001-012;0059;852;001;001;012;X;X;Alto giro 2;;
852-001-001-013;0059;852;001;001;013;X;X;Alto giro 2;;
852-001-001-014;0059;852;001;001;014;X;X;Alto giro 2;;
852-001-001-015;0059;852;001;001;015;X;X;Alto giro 2;;
852-001-001-016;0059;852;001;001;016;X;X;Alto giro 2;;
852-001-001-017;0059;852;001;001;017;X;X;Alto giro 2;;
852-001-001-018;0059;852;001;001;018;X;X;Alto giro 2;;
852-001-001-019;0059;852;001;001;019;X;X;Alto giro 2;;
852-001-001-020;0059;852;001;001;020;X;X;Alto giro 2;;
852-001-001-021;0059;852;001;001;021;X;X;Alto giro 2;;
852-001-002-001;0059;852;001;002;001;X;X;Alto giro 2;;
852-001-002-002;0059;852;001;002;002;X;X;Alto giro 2;;
852-001-002-003;0059;852;001;002;003;X;X;Alto giro 2;;
852-001-002-004;0059;852;001;002;004;X;X;Alto giro 2;;
852-001-002-005;0059;852;001;002;005;X;X;Alto giro 2;;
852-001-002-006;0059;852;001;002;006;X;X;Alto giro 2;;
852-001-002-007;0059;852;001;002;007;X;X;Alto giro 2;;
852-001-002-008;0059;852;001;002;008;X;X;Alto giro 2;;
852-001-002-009;0059;852;001;002;009;X;X;Alto giro 2;;
852-001-002-010;0059;852;001;002;010;X;X;Alto giro 2;;
852-001-002-011;0059;852;001;002;011;X;X;Alto giro 2;;
852-001-002-012;0059;852;001;002;012;X;X;Alto giro 2;;
852-001-002-013;0059;852;001;002;013;X;X;Alto giro 2;;
852-001-002-014;0059;852;001;002;014;X;X;Alto giro 2;;
852-001-002-015;0059;852;001;002;015;X;X;Alto giro 2;;
852-001-002-016;0059;852;001;002;016;X;X;Alto giro 2;;
852-001-002-017;0059;852;001;002;017;X;X;Alto giro 2;;
852-001-002-018;0059;852;001;002;018;X;X;Alto giro 2;;
852-001-002-019;0059;852;001;002;019;X;X;Alto giro 2;;
852-001-002-020;0059;852;001;002;020;X;X;Alto giro 2;;
852-001-002-021;0059;852;001;002;021;X;X;Alto giro 2;;
852-002-001-001;0059;852;002;001;001;X;X;Alto giro 2;;
852-002-001-002;0059;852;002;001;002;X;X;Alto giro 2;;
852-002-001-003;0059;852;002;001;003;X;X;Alto giro 2;;
852-002-001-004;0059;852;002;001;004;X;X;Alto giro 2;;
852-002-001-005;0059;852;002;001;005;X;X;Alto giro 2;;
852-002-001-006;0059;852;002;001;006;X;X;Alto giro 2;;
852-002-001-007;0059;852;002;001;007;X;X;Alto giro 2;;
852-002-001-008;0059;852;002;001;008;X;X;Alto giro 2;;
852-002-001-009;0059;852;002;001;009;X;X;Alto giro 2;;
852-002-001-010;0059;852;002;001;010;X;X;Alto giro 2;;
852-002-001-011;0059;852;002;001;011;X;X;Alto giro 2;;
852-002-001-012;0059;852;002;001;012;X;X;Alto giro 2;;
852-002-001-013;0059;852;002;001;013;X;X;Alto giro 2;;
852-002-001-014;0059;852;002;001;014;X;X;Alto giro 2;;
852-002-001-015;0059;852;002;001;015;X;X;Alto giro 2;;
852-002-001-016;0059;852;002;001;016;X;X;Alto giro 2;;
852-002-001-017;0059;852;002;001;017;X;X;Alto giro 2;;
852-002-001-018;0059;852;002;001;018;X;X;Alto giro 2;;
852-002-001-019;0059;852;002;001;019;X;X;Alto giro 2;;
852-002-001-020;0059;852;002;001;020;X;X;Alto giro 2;;
852-002-001-021;0059;852;002;001;021;X;X;Alto giro 2;;
852-002-002-001;0059;852;002;002;001;X;X;Alto giro 2;;
852-002-002-002;0059;852;002;002;002;X;X;Alto giro 2;;
852-002-002-003;0059;852;002;002;003;X;X;Alto giro 2;;
852-002-002-004;0059;852;002;002;004;X;X;Alto giro 2;;
852-002-002-005;0059;852;002;002;005;X;X;Alto giro 2;;
852-002-002-006;0059;852;002;002;006;X;X;Alto giro 2;;
852-002-002-007;0059;852;002;002;007;X;X;Alto giro 2;;
852-002-002-008;0059;852;002;002;008;X;X;Alto giro 2;;
852-002-002-009;0059;852;002;002;009;X;X;Alto giro 2;;
852-002-002-010;0059;852;002;002;010;X;X;Alto giro 2;;
852-002-002-011;0059;852;002;002;011;X;X;Alto giro 2;;
852-002-002-012;0059;852;002;002;012;X;X;Alto giro 2;;
852-002-002-013;0059;852;002;002;013;X;X;Alto giro 2;;
852-002-002-014;0059;852;002;002;014;X;X;Alto giro 2;;
852-002-002-015;0059;852;002;002;015;X;X;Alto giro 2;;
852-002-002-016;0059;852;002;002;016;X;X;Alto giro 2;;
852-002-002-017;0059;852;002;002;017;X;X;Alto giro 2;;
852-002-002-018;0059;852;002;002;018;X;X;Alto giro 2;;
852-002-002-019;0059;852;002;002;019;X;X;Alto giro 2;;
852-002-002-020;0059;852;002;002;020;X;X;Alto giro 2;;
852-002-002-021;0059;852;002;002;021;X;X;Alto giro 2;;
852-002-003-001;0059;852;002;003;001;X;X;Alto giro 2;;
852-002-003-002;0059;852;002;003;002;X;X;Alto giro 2;;
852-002-003-003;0059;852;002;003;003;X;X;Alto giro 2;;
852-002-003-004;0059;852;002;003;004;X;X;Alto giro 2;;
852-002-003-005;0059;852;002;003;005;X;X;Alto giro 2;;
852-002-003-006;0059;852;002;003;006;X;X;Alto giro 2;;
852-002-003-007;0059;852;002;003;007;X;X;Alto giro 2;;
852-002-003-008;0059;852;002;003;008;X;X;Alto giro 2;;
852-002-003-009;0059;852;002;003;009;X;X;Alto giro 2;;
852-002-003-010;0059;852;002;003;010;X;X;Alto giro 2;;
852-002-003-011;0059;852;002;003;011;X;X;Alto giro 2;;
852-002-003-012;0059;852;002;003;012;X;X;Alto giro 2;;
852-002-003-013;0059;852;002;003;013;X;X;Alto giro 2;;
852-002-003-014;0059;852;002;003;014;X;X;Alto giro 2;;
852-002-003-015;0059;852;002;003;015;X;X;Alto giro 2;;
852-002-003-016;0059;852;002;003;016;X;X;Alto giro 2;;
852-002-003-017;0059;852;002;003;017;X;X;Alto giro 2;;
852-002-003-018;0059;852;002;003;018;X;X;Alto giro 2;;
852-002-003-019;0059;852;002;003;019;X;X;Alto giro 2;;
852-002-003-020;0059;852;002;003;020;X;X;Alto giro 2;;
852-002-003-021;0059;852;002;003;021;X;X;Alto giro 2;;
853-001-000-001;0059;853;001;000;001;;;Alto giro 2;Pallet;1
853-001-000-002;0059;853;001;000;002;;;Alto giro 2;Pallet;1
853-001-000-003;0059;853;001;000;003;;;Alto giro 2;Pallet;1
853-001-000-004;0059;853;001;000;004;;;Alto giro 2;Pallet;1
853-001-000-005;0059;853;001;000;005;;;Alto giro 2;Pallet;1
853-001-000-006;0059;853;001;000;006;;;Alto giro 2;Pallet;1
853-001-000-007;0059;853;001;000;007;;;Alto giro 2;Pallet;1
853-001-000-008;0059;853;001;000;008;;;Alto giro 2;Pallet;1
853-001-001-001;0059;853;001;001;001;;;Alto giro 2;Pallet;1
853-001-001-002;0059;853;001;001;002;;;Alto giro 2;Pallet;1
853-001-001-003;0059;853;001;001;003;;;Alto giro 2;Pallet;1
853-001-001-004;0059;853;001;001;004;;;Alto giro 2;Pallet;1
853-001-001-005;0059;853;001;001;005;;;Alto giro 2;Pallet;1
853-001-001-006;0059;853;001;001;006;;;Alto giro 2;Pallet;1
853-001-001-007;0059;853;001;001;007;;;Alto giro 2;Pallet;1
853-001-001-008;0059;853;001;001;008;;;Alto giro 2;Pallet;1
853-001-001-009;0059;853;001;001;009;;;Alto giro 2;Pallet;1
853-001-001-010;0059;853;001;001;010;;;Alto giro 2;;
853-001-001-011;0059;853;001;001;011;;;Alto giro 2;Pallet;1
853-001-001-012;0059;853;001;001;012;;;Alto giro 2;Pallet;1
853-001-001-013;0059;853;001;001;013;;;Alto giro 2;Pallet;1
853-001-001-014;0059;853;001;001;014;;;Alto giro 2;Pallet;1
853-001-001-015;0059;853;001;001;015;;;Alto giro 2;Pallet;1
853-001-001-016;0059;853;001;001;016;;;Alto giro 2;Pallet;1
853-001-001-017;0059;853;001;001;017;;;Alto giro 2;Pallet;1
853-001-001-018;0059;853;001;001;018;X;X;Alto giro 2;;
853-001-001-019;0059;853;001;001;019;;;Alto giro 2;Pallet;1
853-001-001-020;0059;853;001;001;020;;;Alto giro 2;Pallet;1
853-001-001-021;0059;853;001;001;021;;;Alto giro 2;;
853-001-002-001;0059;853;001;002;001;X;X;Alto giro 2;;
853-001-002-002;0059;853;001;002;002;;;Alto giro 2;;
853-001-002-003;0059;853;001;002;003;;;Alto giro 2;Pallet;1
853-001-002-004;0059;853;001;002;004;;;Alto giro 2;Pallet;1
853-001-002-005;0059;853;001;002;005;;;Alto giro 2;Pallet;1
853-001-002-006;0059;853;001;002;006;;;Alto giro 2;;
853-001-002-007;0059;853;001;002;007;;;Alto giro 2;;
853-001-002-008;0059;853;001;002;008;;;Alto giro 2;;
853-001-002-009;0059;853;001;002;009;;;Alto giro 2;;
853-001-002-010;0059;853;001;002;010;X;X;Alto giro 2;;
853-001-002-011;0059;853;001;002;011;X;X;Alto giro 2;;
853-001-002-012;0059;853;001;002;012;X;X;Alto giro 2;;
853-001-002-013;0059;853;001;002;013;X;X;Alto giro 2;;
853-001-002-014;0059;853;001;002;014;X;X;Alto giro 2;;
853-001-002-015;0059;853;001;002;015;X;X;Alto giro 2;;
853-001-002-016;0059;853;001;002;016;X;X;Alto giro 2;;
853-001-002-017;0059;853;001;002;017;X;X;Alto giro 2;;
853-001-002-018;0059;853;001;002;018;X;X;Alto giro 2;;
853-001-002-019;0059;853;001;002;019;X;X;Alto giro 2;;
853-001-002-020;0059;853;001;002;020;X;X;Alto giro 2;;
853-001-002-021;0059;853;001;002;021;X;X;Alto giro 2;;
853-002-001-001;0059;853;002;001;001;X;X;Alto giro 2;;
853-002-001-002;0059;853;002;001;002;X;X;Alto giro 2;;
853-002-001-003;0059;853;002;001;003;X;X;Alto giro 2;;
853-002-001-004;0059;853;002;001;004;X;X;Alto giro 2;;
853-002-001-005;0059;853;002;001;005;X;X;Alto giro 2;;
853-002-001-006;0059;853;002;001;006;X;X;Alto giro 2;;
853-002-001-007;0059;853;002;001;007;X;X;Alto giro 2;;
853-002-001-008;0059;853;002;001;008;X;X;Alto giro 2;;
853-002-001-009;0059;853;002;001;009;X;X;Alto giro 2;;
853-002-001-010;0059;853;002;001;010;X;X;Alto giro 2;;
853-002-001-011;0059;853;002;001;011;X;X;Alto giro 2;;
853-002-001-012;0059;853;002;001;012;X;X;Alto giro 2;;
853-002-001-013;0059;853;002;001;013;X;X;Alto giro 2;;
853-002-001-014;0059;853;002;001;014;X;X;Alto giro 2;;
853-002-001-015;0059;853;002;001;015;X;X;Alto giro 2;;
853-002-001-016;0059;853;002;001;016;X;X;Alto giro 2;;
853-002-001-017;0059;853;002;001;017;X;X;Alto giro 2;;
853-002-001-018;0059;853;002;001;018;X;X;Alto giro 2;;
853-002-001-019;0059;853;002;001;019;X;X;Alto giro 2;;
853-002-001-020;0059;853;002;001;020;X;X;Alto giro 2;;
853-002-001-021;0059;853;002;001;021;X;X;Alto giro 2;;
853-002-002-001;0059;853;002;002;001;X;X;Alto giro 2;;
853-002-002-002;0059;853;002;002;002;X;X;Alto giro 2;;
853-002-002-003;0059;853;002;002;003;X;X;Alto giro 2;;
853-002-002-004;0059;853;002;002;004;X;X;Alto giro 2;;
853-002-002-005;0059;853;002;002;005;X;X;Alto giro 2;;
853-002-002-006;0059;853;002;002;006;X;X;Alto giro 2;;
853-002-002-007;0059;853;002;002;007;X;X;Alto giro 2;;
853-002-002-008;0059;853;002;002;008;X;X;Alto giro 2;;
853-002-002-009;0059;853;002;002;009;X;X;Alto giro 2;;
853-002-002-010;0059;853;002;002;010;X;X;Alto giro 2;;
853-002-002-011;0059;853;002;002;011;X;X;Alto giro 2;;
853-002-002-012;0059;853;002;002;012;X;X;Alto giro 2;;
853-002-002-013;0059;853;002;002;013;X;X;Alto giro 2;;
853-002-002-014;0059;853;002;002;014;X;X;Alto giro 2;;
853-002-002-015;0059;853;002;002;015;X;X;Alto giro 2;;
853-002-002-016;0059;853;002;002;016;X;X;Alto giro 2;;
853-002-002-017;0059;853;002;002;017;X;X;Alto giro 2;;
853-002-002-018;0059;853;002;002;018;X;X;Alto giro 2;;
853-002-002-019;0059;853;002;002;019;X;X;Alto giro 2;;
853-002-002-020;0059;853;002;002;020;X;X;Alto giro 2;;
853-002-002-021;0059;853;002;002;021;X;X;Alto giro 2;;
853-002-003-001;0059;853;002;003;001;X;X;Alto giro 2;;
853-002-003-002;0059;853;002;003;002;;;Alto giro 2;;
853-002-003-003;0059;853;002;003;003;X;X;Alto giro 2;;
853-002-003-004;0059;853;002;003;004;;;Alto giro 2;;
853-002-003-005;0059;853;002;003;005;;;Alto giro 2;;
853-002-003-006;0059;853;002;003;006;;;Alto giro 2;;
853-002-003-007;0059;853;002;003;007;;;Alto giro 2;;
853-002-003-008;0059;853;002;003;008;;;Alto giro 2;;
853-002-003-009;0059;853;002;003;009;;;Alto giro 2;;
853-002-003-010;0059;853;002;003;010;;;Alto giro 2;;
853-002-003-011;0059;853;002;003;011;;;Alto giro 2;;
853-002-003-012;0059;853;002;003;012;;;Alto giro 2;;
853-002-003-013;0059;853;002;003;013;;;Alto giro 2;;
853-002-003-014;0059;853;002;003;014;;;Alto giro 2;;
853-002-003-015;0059;853;002;003;015;;;Alto giro 2;;
853-002-003-016;0059;853;002;003;016;;;Alto giro 2;;
853-002-003-017;0059;853;002;003;017;;;Alto giro 2;;
853-002-003-018;0059;853;002;003;018;;;Alto giro 2;;
853-002-003-019;0059;853;002;003;019;;;Alto giro 2;;
853-002-003-020;0059;853;002;003;020;;;Alto giro 2;;
853-002-003-021;0059;853;002;003;021;;;Alto giro 2;;
854-001-000-001;0059;854;001;000;001;X;X;Alto giro 2;Pallet;1
854-001-000-002;0059;854;001;000;002;;;Alto giro 2;Pallet;1
854-001-000-003;0059;854;001;000;003;;;Alto giro 2;Pallet;1
854-001-000-004;0059;854;001;000;004;X;X;Alto giro 2;Pallet;1
854-001-000-005;0059;854;001;000;005;X;X;Alto giro 2;Pallet;1
854-001-000-006;0059;854;001;000;006;X;X;Alto giro 2;Pallet;1
854-001-000-007;0059;854;001;000;007;;;Alto giro 2;Pallet;1
854-001-000-008;0059;854;001;000;008;X;X;Alto giro 2;Pallet;1
854-001-001-001;0059;854;001;001;001;;;Alto giro 2;;
854-001-001-002;0059;854;001;001;002;;;Alto giro 2;;
854-001-001-003;0059;854;001;001;003;X;X;Alto giro 2;;
854-001-001-004;0059;854;001;001;004;X;X;Alto giro 2;;
854-001-001-005;0059;854;001;001;005;X;X;Alto giro 2;;
854-001-001-006;0059;854;001;001;006;X;X;Alto giro 2;;
854-001-001-007;0059;854;001;001;007;X;X;Alto giro 2;;
854-001-001-008;0059;854;001;001;008;X;X;Alto giro 2;;
854-001-001-009;0059;854;001;001;009;X;X;Alto giro 2;;
854-001-001-010;0059;854;001;001;010;;;Alto giro 2;;
854-001-001-011;0059;854;001;001;011;X;X;Alto giro 2;;
854-001-001-012;0059;854;001;001;012;;;Alto giro 2;;
854-001-001-013;0059;854;001;001;013;;;Alto giro 2;;
854-001-001-014;0059;854;001;001;014;;;Alto giro 2;;
854-001-001-015;0059;854;001;001;015;X;X;Alto giro 2;;
854-001-001-016;0059;854;001;001;016;;;Alto giro 2;;
854-001-001-017;0059;854;001;001;017;;;Alto giro 2;;
854-001-001-018;0059;854;001;001;018;;;Alto giro 2;;
854-001-001-019;0059;854;001;001;019;;;Alto giro 2;;
854-001-001-020;0059;854;001;001;020;X;X;Alto giro 2;;
854-001-001-021;0059;854;001;001;021;X;X;Alto giro 2;;
854-001-002-001;0059;854;001;002;001;X;X;Alto giro 2;;
854-001-002-002;0059;854;001;002;002;X;X;Alto giro 2;;
854-001-002-003;0059;854;001;002;003;X;X;Alto giro 2;;
854-001-002-004;0059;854;001;002;004;X;X;Alto giro 2;;
854-001-002-005;0059;854;001;002;005;X;X;Alto giro 2;;
854-001-002-006;0059;854;001;002;006;X;X;Alto giro 2;;
854-001-002-007;0059;854;001;002;007;X;X;Alto giro 2;;
854-001-002-008;0059;854;001;002;008;X;X;Alto giro 2;;
854-001-002-009;0059;854;001;002;009;X;X;Alto giro 2;;
854-001-002-010;0059;854;001;002;010;X;X;Alto giro 2;;
854-001-002-011;0059;854;001;002;011;X;X;Alto giro 2;;
854-001-002-012;0059;854;001;002;012;X;X;Alto giro 2;;
854-001-002-013;0059;854;001;002;013;X;X;Alto giro 2;;
854-001-002-014;0059;854;001;002;014;X;X;Alto giro 2;;
854-001-002-015;0059;854;001;002;015;X;X;Alto giro 2;;
854-001-002-016;0059;854;001;002;016;X;X;Alto giro 2;;
854-001-002-017;0059;854;001;002;017;X;X;Alto giro 2;;
854-001-002-018;0059;854;001;002;018;X;X;Alto giro 2;;
854-001-002-019;0059;854;001;002;019;X;X;Alto giro 2;;
854-001-002-020;0059;854;001;002;020;X;X;Alto giro 2;;
854-001-002-021;0059;854;001;002;021;X;X;Alto giro 2;;
854-002-001-001;0059;854;002;001;001;X;X;Alto giro 2;;
854-002-001-002;0059;854;002;001;002;X;X;Alto giro 2;;
854-002-001-003;0059;854;002;001;003;X;X;Alto giro 2;;
854-002-001-004;0059;854;002;001;004;X;X;Alto giro 2;;
854-002-001-005;0059;854;002;001;005;X;X;Alto giro 2;;
854-002-001-006;0059;854;002;001;006;X;X;Alto giro 2;;
854-002-001-007;0059;854;002;001;007;X;X;Alto giro 2;;
854-002-001-008;0059;854;002;001;008;X;X;Alto giro 2;;
854-002-001-009;0059;854;002;001;009;X;X;Alto giro 2;;
854-002-001-010;0059;854;002;001;010;X;X;Alto giro 2;;
854-002-001-011;0059;854;002;001;011;X;X;Alto giro 2;;
854-002-001-012;0059;854;002;001;012;X;X;Alto giro 2;;
854-002-001-013;0059;854;002;001;013;X;X;Alto giro 2;;
854-002-001-014;0059;854;002;001;014;X;X;Alto giro 2;;
854-002-001-015;0059;854;002;001;015;X;X;Alto giro 2;;
854-002-001-016;0059;854;002;001;016;X;X;Alto giro 2;;
854-002-001-017;0059;854;002;001;017;X;X;Alto giro 2;;
854-002-001-018;0059;854;002;001;018;X;X;Alto giro 2;;
854-002-001-019;0059;854;002;001;019;X;X;Alto giro 2;;
854-002-001-020;0059;854;002;001;020;X;X;Alto giro 2;;
854-002-001-021;0059;854;002;001;021;X;X;Alto giro 2;;
854-002-002-001;0059;854;002;002;001;X;X;Alto giro 2;;
854-002-002-002;0059;854;002;002;002;X;X;Alto giro 2;;
854-002-002-003;0059;854;002;002;003;X;X;Alto giro 2;;
854-002-002-004;0059;854;002;002;004;X;X;Alto giro 2;;
854-002-002-005;0059;854;002;002;005;X;X;Alto giro 2;;
854-002-002-006;0059;854;002;002;006;X;X;Alto giro 2;;
854-002-002-007;0059;854;002;002;007;X;X;Alto giro 2;;
854-002-002-008;0059;854;002;002;008;X;X;Alto giro 2;;
854-002-002-009;0059;854;002;002;009;X;X;Alto giro 2;;
854-002-002-010;0059;854;002;002;010;X;X;Alto giro 2;;
854-002-002-011;0059;854;002;002;011;X;X;Alto giro 2;;
854-002-002-012;0059;854;002;002;012;X;X;Alto giro 2;;
854-002-002-013;0059;854;002;002;013;X;X;Alto giro 2;;
854-002-002-014;0059;854;002;002;014;X;X;Alto giro 2;;
854-002-002-015;0059;854;002;002;015;X;X;Alto giro 2;;
854-002-002-016;0059;854;002;002;016;X;X;Alto giro 2;;
854-002-002-017;0059;854;002;002;017;X;X;Alto giro 2;;
854-002-002-018;0059;854;002;002;018;X;X;Alto giro 2;;
854-002-002-019;0059;854;002;002;019;X;X;Alto giro 2;;
854-002-002-020;0059;854;002;002;020;X;X;Alto giro 2;;
854-002-002-021;0059;854;002;002;021;X;X;Alto giro 2;;
854-002-003-001;0059;854;002;003;001;X;X;Alto giro 2;;
854-002-003-002;0059;854;002;003;002;X;X;Alto giro 2;;
